100, 455, 15, 0, 0, 314, 380, 100, 1, 857, 350, 15, -1
100.96593, 455.25882, 15, 0, 1, 314, 380, 100, 1, 857, 350, 15, -1
101.931854, 455.51764, 15, 0, 1, 314, 380, 100, 1, 857, 350, 15, -1
102.89778, 455.77646, 15, 0, 1, 314, 380, 100, 1, 857, 350, 15, -1
103.86371, 456.03528, 15, 0, 1, 314, 380, 100, 1, 857, 350, 15, -1
104.829636, 456.2941, 14.647902, -0.3520989, 1, 314, 380, 100, 1, 857, 350, 15, -1
105.797134, 456.54697, 14.295803, -0.3520989, 1, 314, 380, 100, 1, 857, 350, 15, -1
106.76617, 456.79388, 13.943705, -0.3520989, 1, 314, 380, 100, 1, 857, 350, 15, -1
107.7367, 457.03485, 13.591606, -0.3520989, 1, 314, 380, 100, 1, 857, 350, 15, -1
108.708694, 457.26984, 13.241151, -0.3504553, 1, 314, 380, 100, 1, 857, 350, 15, -1
109.682106, 457.4989, 12.890696, -0.3504553, 1, 314, 380, 100, 1, 857, 350, 15, -1
110.656906, 457.722, 12.54024, -0.3504553, 1, 314, 380, 100, 1, 857, 350, 15, -1
111.63305, 457.93912, 12.189785, -0.3504553, 1, 314, 380, 100, 1, 857, 350, 15, -1
112.610504, 458.15027, 11.83933, -0.3504553, 1, 314, 380, 100, 1, 857, 350, 15, -1
113.58923, 458.35544, 11.488874, -0.3504553, 1, 314, 380, 100, 1, 857, 350, 15, -1
114.5692, 458.55463, 11.138419, -0.3504553, 1, 314, 380, 100, 1, 857, 350, 15, -1
115.55036, 458.7478, 10.787964, -0.3504553, 1, 314, 380, 100, 1, 857, 350, 15, -1
116.53269, 458.93497, 10.4640465, -0.3239171, 1, 314, 380, 100, 1, 857, 350, 15, -1
117.51606, 459.11658, 10.140129, -0.3239171, 1, 314, 380, 100, 1, 857, 350, 15, -1
118.50044, 459.29263, 9.816212, -0.3239171, 1, 314, 380, 100, 1, 857, 350, 15, -1
119.4858, 459.46313, 9.492294, -0.3239171, 1, 314, 380, 100, 1, 857, 350, 15, -1
120.47211, 459.62805, 9.222457, -0.26983762, 1, 314, 380, 100, 1, 857, 350, 15, -1
