100, 390, 5, 0, 0, 314, 380, 100, 1, 857, 350, 15, -1
100, 390, 5, 0, 0, 314, 380, 100, 1, 649, 541, 15, -1
100, 390, 5, 0, 0, 314, 380, 100, 1, 288, 116, 15, -1
100, 390, 5, 0, 0, 314, 380, 100, 1, 683, 292, 15, -1
100, 390, 5, 0, 0, 314, 380, 100, 1, 322, 469, 15, -1
100, 390, 5, 0, 0, 314, 380, 100, 1, 717, 645, 15, -1
100, 390, 5, 0, 0, 314, 380, 100, 1, 356, 220, 15, -1
100, 390, 5, 0, 0, 314, 380, 100, 1, 751, 397, 15, -1
100, 390, 5, 0, 0, 314, 380, 100, 1, 390, 573, 15, -1
100, 390, 5, 0, 0, 314, 380, 100, 1, 785, 148, 15, -1
