300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
300, 200, 0; 300, 150, 45
